Module ID,Module Name,Field Key,Context,Portuguese (Source),EN,ES,FR,RU,AR,ZH,EL,HI
esquizofrenia,"Esquizofrenia",sus.indicacao,"SUS screening indication","Tratamento integral no SUS para sintomas psicóticos persistentes, incluindo antipsicóticos e reabilitação psicossocial em Centros de Atenção Psicossocial (CAPS) ","","","","","","","",""
esquizofrenia,"Esquizofrenia",sus.populacaoAlvo,"SUS target population","Adultos com diagnóstico de esquizofrenia ou transtornos psicóticos, priorizando casos resistentes ","","","","","","","",""
esquizofrenia,"Esquizofrenia",sus.periodicidade,"SUS screening frequency","Monitoramento contínuo com avaliações clínicas regulares a cada 3-6 meses ","","","","","","","",""
esquizofrenia,"Esquizofrenia",sociedadesMedicas.indicacao,"Medical societies screening indication","Diagnóstico baseado em critérios consensuais para resposta e resistência; tratamento inicial com antipsicóticos, clozapina para TRS após falha de dois agentes ","","","","","","","",""
esquizofrenia,"Esquizofrenia",epidemiologia.prevalencia,"Prevalence data","Prevalência vitalícia global de 0,3-0,7% em adultos ","","","","","","","",""
esquizofrenia,"Esquizofrenia",epidemiologia.incidencia,"Incidence data","Incidência anual de 10-22 casos por 100.000 adultos ","","","","","","","",""
esquizofrenia,"Esquizofrenia",epidemiologia.mortalidade,"Mortality data","Mortalidade excessiva com razão de mortalidade padronizada 2-3 vezes maior devido a comorbidades físicas e suicídio ","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",titulo,"Module title","Rastreamento de Fibrilação Atrial","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",descricao,"Module description","A fibrilação atrial (FA) é a arritmia cardíaca sustentada mais comum, associada a risco aumentado de acidente vascular cerebral (AVC) e insuficiência cardíaca . O rastreamento oportunista é essencial para detecção precoce em populações de risco, reduzindo complicações tromboembólicas . A prevalência global é estimada em 2-3% em adultos, aumentando para 8-10% em idosos acima de 80 anos . No Brasil, a prevalência é de aproximadamente 1,4% na população geral, com maior impacto em idosos .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",sus.indicacao,"SUS screening indication","Rastreamento recomendado para indivíduos ≥65 anos e aqueles com fatores de risco cardiovascular (hipertensão, diabetes, histórico familiar) .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",sus.populacaoAlvo,"SUS target population","Adultos ≥65 anos; adultos <65 anos com fatores de risco como hipertensão arterial, diabetes mellitus ou doença cardíaca .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",sus.periodicidade,"SUS screening frequency","Anual em populações de alto risco; a cada 2-3 anos em idosos assintomáticos .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",sociedadesMedicas.indicacao,"Medical societies screening indication","A European Society of Cardiology (ESC 2020) e American Heart Association (AHA 2019) recomendam rastreamento sistemático em adultos ≥65 anos para prevenção de AVC .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",epidemiologia.prevalencia,"Prevalence data","A prevalência global de FA é de 2,7% em adultos (cerca de 33 milhões de casos), com aumento exponencial com a idade . No Brasil, estima-se 1,4% na população adulta, afetando cerca de 2,3 milhões de pessoas .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",epidemiologia.incidencia,"Incidence data","A incidência global é de 0,6-1,0 casos por 100 habitantes-ano, elevando-se para 2% em idosos . No Brasil, a incidência anual é de aproximadamente 0,2-0,5 por 100 habitantes .","","","","","","","",""
fibrilacao-atrial,"Rastreamento de Fibrilação Atrial",epidemiologia.mortalidade,"Mortality data","A FA contribui para 20-30% dos casos de AVC isquêmico, com mortalidade 1,5-2 vezes maior em pacientes afetados . Globalmente, associa-se a 113.000 mortes anuais; no Brasil, é fator em cerca de 10% das mortes cardiovasculares .","","","","","","","",""
fibromialgia,"Fibromialgia",titulo,"Module title","Fibromialgia","","","","","","","",""
fibromialgia,"Fibromialgia",descricao,"Module description","A fibromialgia é uma síndrome de dor crônica generalizada associada a fadiga, distúrbios do sono e sintomas somáticos . O diagnóstico é essencialmente clínico, baseado em critérios validados, sem necessidade de exames complementares de rotina .","","","","","","","",""
fibromialgia,"Fibromialgia",sus.indicacao,"SUS screening indication","Diagnóstico indicado para pacientes com dor musculoesquelética crônica generalizada por pelo menos 3 meses, acompanhada de fadiga e distúrbios cognitivos .","","","","","","","",""
fibromialgia,"Fibromialgia",sus.populacaoAlvo,"SUS target population","Adultos e idosos com suspeita clínica de dor difusa sem causa orgânica identificável .","","","","","","","",""
fibromialgia,"Fibromialgia",sus.periodicidade,"SUS screening frequency","Avaliação diagnóstica realizada uma vez, quando sintomas sugestivos estão presentes; reavaliação conforme evolução clínica .","","","","","","","",""
fibromialgia,"Fibromialgia",sociedadesMedicas.indicacao,"Medical societies screening indication","Recomendado pelas sociedades de reumatologia o diagnóstico clínico em indivíduos com dor generalizada persistente e sintomas associados, utilizando critérios ACR .","","","","","","","",""
fibromialgia,"Fibromialgia",epidemiologia.prevalencia,"Prevalence data","A prevalência global da fibromialgia varia de 2% a 8% na população adulta, sendo mais comum em mulheres . No Brasil, estima-se em cerca de 2,5% a 4% .","","","","","","","",""
fibromialgia,"Fibromialgia",epidemiologia.incidencia,"Incidence data","A incidência anual é estimada em 2 a 4 casos por 1.000 adultos, com maior ocorrência em faixas etárias médias .","","","","","","","",""
fibromialgia,"Fibromialgia",epidemiologia.mortalidade,"Mortality data","A fibromialgia não está associada a aumento significativo de mortalidade, embora impacte qualidade de vida .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",titulo,"Module title","Rastreamento de Hipertensão Arterial","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",descricao,"Module description","A hipertensão arterial é uma condição crônica caracterizada por elevados níveis pressóricos, sendo um fator de risco principal para doenças cardiovasculares . No Brasil, o rastreamento é essencial para detecção precoce e prevenção de complicações . A classificação segue critérios baseados em medições repetidas .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",sus.indicacao,"SUS screening indication","Rastreamento recomendado para todos os adultos em consultas de atenção primária, com ênfase em indivíduos com fatores de risco .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",sus.populacaoAlvo,"SUS target population","Adultos ≥ 18 anos; priorizar aqueles com obesidade, diabetes ou história familiar .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",sus.periodicidade,"SUS screening frequency","Anual para adultos saudáveis; semestral ou trimestral para hipertensos controlados ou de alto risco .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",sociedadesMedicas.indicacao,"Medical societies screening indication","A Sociedade Brasileira de Cardiologia recomenda rastreamento sistemático para detecção de hipertensão primária e secundária .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",epidemiologia.prevalencia,"Prevalence data","A prevalência no Brasil é de aproximadamente 35% em adultos . Globalmente, afeta cerca de 1,28 bilhão de adultos .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",epidemiologia.incidencia,"Incidence data","Incidência anual no Brasil varia de 2-5% em adultos jovens .","","","","","","","",""
hipertensao-arterial,"Rastreamento de Hipertensão Arterial",epidemiologia.mortalidade,"Mortality data","Responsável por 13% das mortes globais; no Brasil, contribui para 300 mil óbitos anuais por DCV .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",titulo,"Module title","Rastreamento de Hipotireoidismo","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",descricao,"Module description","O rastreamento de hipotireoidismo visa identificar precocemente disfunções tireoidianas para prevenir complicações cardiovasculares e neurológicas . A prevalência global de hipotireoidismo subclínico é de aproximadamente 4,6% em adultos . No Brasil, estima-se uma prevalência de 9% em mulheres adultas . O hipotireoidismo congênito afeta 1 em 2.000 a 4.000 recém-nascidos .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",sus.indicacao,"SUS screening indication","Rastreamento obrigatório para hipotireoidismo congênito em todos os recém-nascidos . Para adultos, indicado em grupos de risco como gestantes, idosos e pacientes com sintomas sugestivos .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",sus.populacaoAlvo,"SUS target population","Todos os recém-nascidos no nascimento; adultos com fatores de risco (idade >60 anos, história familiar, sintomas) .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",sus.periodicidade,"SUS screening frequency","Única vez no nascimento para congênito; a cada 6-12 meses em gestantes e anualmente em alto risco para adquirido .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",sociedadesMedicas.indicacao,"Medical societies screening indication","A American Thyroid Association (2021) recomenda rastreamento em gestantes, pós-parto e recém-nascidos, mas não rotineiro em adultos assintomáticos . A SBEM (2022) endossa triagem em grupos de risco como mulheres >35 anos e pacientes com comorbidades .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",epidemiologia.prevalencia,"Prevalence data","Prevalência global de hipotireoidismo manifesto é de 0,3-1%, e subclínico de 4-10% . No Brasil, prevalência de 3-9% em adultos, com maior impacto em mulheres . Para congênito, 1:3.000 nascidos vivos .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",epidemiologia.incidencia,"Incidence data","Incidência anual global de 1-2 casos por 1.000 adultos . No Brasil, cerca de 1:2.500 para congênito .","","","","","","","",""
hipotireoidismo,"Rastreamento de Hipotireoidismo",epidemiologia.mortalidade,"Mortality data","Hipotireoidismo não tratado aumenta mortalidade cardiovascular em 20-50% . No Brasil, contribui para 5% das mortes por DCNT associadas .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",titulo,"Module title","Insuficiência Cardíaca","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",descricao,"Module description","A insuficiência cardíaca (IC) é uma síndrome clínica caracterizada pela incapacidade do coração em bombear sangue suficiente para atender às demandas metabólicas do organismo, resultando em sintomas como dispneia, fadiga e retenção de líquidos . É uma das principais causas de morbimortalidade cardiovascular global, com alta prevalência de fatores de risco como hipertensão e diabetes . No contexto brasileiro, a IC afeta significativamente o sistema de saúde, com ênfase em protocolos integrados para diagnóstico e tratamento .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",sus.indicacao,"SUS screening indication","Diagnóstico e tratamento da IC recomendado para pacientes com sintomas sugestivos (dispneia, edema) ou fatores de risco como hipertensão e IAM prévio, com uso de protocolos integrados no SUS .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",sus.populacaoAlvo,"SUS target population","Adultos com suspeita clínica de IC, incluindo aqueles com hipertensão não controlada ou história de IAM; priorizar populações vulneráveis em atenção primária .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",sus.periodicidade,"SUS screening frequency","Monitoramento anual para pacientes estáveis; reavaliação imediata em descompensação; ecocardiograma inicial e follow-up a cada 6-12 meses .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",sociedadesMedicas.indicacao,"Medical societies screening indication","A AHA/ACC/HFSA (2022) recomenda avaliação diagnóstica para IC em pacientes com sintomas de congestão ou redução da tolerância ao exercício, com estratificação por fração de ejeção .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",epidemiologia.prevalencia,"Prevalence data","A prevalência global de IC é de aproximadamente 1-2% na população adulta, aumentando para >10% em idosos >70 anos . No México, alta prevalência associada a fatores de risco . Em Portugal, 15,2% de HFpEF em ≥50 anos . No Brasil, estimada em 1,6-2,5% na população geral .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",epidemiologia.incidencia,"Incidence data","Incidência global de 1-5 casos por 1.000 pessoas-ano, maior em populações com comorbidades . No Brasil, incidência anual de cerca de 2-3 por 1.000 em adultos >45 anos .","","","","","","","",""
insuficiencia-cardiaca,"Insuficiência Cardíaca",epidemiologia.mortalidade,"Mortality data","Mortalidade em 5 anos de 50% para IC sintomática . No Brasil, IC contribui para 10-15% das mortes cardiovasculares, com taxa de 30-40 por 100.000 habitantes .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",titulo,"Module title","Rastreamento de Infecção do Trato Urinário","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",descricao,"Module description","O rastreamento de infecção do trato urinário (ITU) é essencial para identificação precoce em populações de risco, como gestantes e pacientes em unidades de terapia intensiva . A prevalência é elevada em mulheres adultas .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",sus.indicacao,"SUS screening indication","Rastreamento recomendado para gestantes e pacientes com fatores de risco em unidades hospitalares .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",sus.populacaoAlvo,"SUS target population","Gestantes; adultos em ITU com cateterismo urinário; mulheres com recorrência .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",sus.periodicidade,"SUS screening frequency","Semestral em gestantes; semanal em pacientes cateterizados em ITU .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",sociedadesMedicas.indicacao,"Medical societies screening indication","A American Diabetes Association (2024) e sociedades semelhantes recomendam rastreamento em populações vulneráveis, adaptado para ITU em contextos de risco metabólico .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",epidemiologia.prevalencia,"Prevalence data","A prevalência de ITU em mulheres adultas é de aproximadamente 50-60% ao longo da vida . No Brasil, estima-se em 10-15% em populações hospitalizadas .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",epidemiologia.incidencia,"Incidence data","A incidência anual em mulheres pré-menopausa é de 10-20% . Em pacientes em ITU, pode atingir 25% .","","","","","","","",""
itu,"Rastreamento de Infecção do Trato Urinário",epidemiologia.mortalidade,"Mortality data","A mortalidade direta por ITU complicada é baixa (1-2%), mas elevada em sepse (20-40%) . No Brasil, contribui para 5% das mortes hospitalares relacionadas a infecções .","","","","","","","",""
lombalgia,"Lombalgia",titulo,"Module title","Lombalgia","","","","","","","",""
lombalgia,"Lombalgia",descricao,"Module description","A lombalgia, ou dor lombar, é uma das principais causas de incapacidade global, afetando milhões de indivíduos . Representa um desafio significativo em protocolos clínicos e de rastreamento de distúrbios osteomusculares . A abordagem integrada entre tratamento não invasivo e manejo multidisciplinar é essencial .","","","","","","","",""
lombalgia,"Lombalgia",sus.indicacao,"SUS screening indication","Recomendado para pacientes com lombalgia aguda, subaguda ou crônica, priorizando abordagem não farmacológica e avaliação ocupacional em casos relacionados ao trabalho .","","","","","","","",""
lombalgia,"Lombalgia",sus.populacaoAlvo,"SUS target population","Adultos com dor lombar persistente >3 meses ou episódios recorrentes; trabalhadores expostos a fatores de risco ergonômicos .","","","","","","","",""
lombalgia,"Lombalgia",sus.periodicidade,"SUS screening frequency","Avaliação inicial imediata; follow-up a cada 4-6 semanas para lombalgia crônica, com reavaliação anual em contextos ocupacionais .","","","","","","","",""
lombalgia,"Lombalgia",sociedadesMedicas.indicacao,"Medical societies screening indication","Tratamento não invasivo recomendado para lombalgia aguda, subaguda e crônica, com foco em terapias multimodais .","","","","","","","",""
lombalgia,"Lombalgia",epidemiologia.prevalencia,"Prevalence data","Prevalência pontual global de 7,5% em adultos ; no Brasil, estima-se em 18-30% para lombalgia crônica .","","","","","","","",""
lombalgia,"Lombalgia",epidemiologia.incidencia,"Incidence data","Incidência anual global de 5-10% ; no Brasil, cerca de 9% em populações trabalhadoras .","","","","","","","",""
lombalgia,"Lombalgia",epidemiologia.mortalidade,"Mortality data","Baixa mortalidade direta, mas contribui para 60,8 milhões de anos vividos com incapacidade globalmente ; no Brasil, associada a morbidade ocupacional sem mortalidade significativa .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",titulo,"Module title","Rastreamento e Manejo da Obesidade","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",descricao,"Module description","A obesidade é uma doença crônica multifatorial caracterizada por acúmulo excessivo de tecido adiposo que pode prejudicar a saúde . Está associada a comorbidades como síndrome metabólica , hipertensão , apneia obstrutiva do sono , diabetes em idosos , esteatose hepática metabólica  e risco vascular . No contexto brasileiro, representa um desafio significativo para o sistema de saúde .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",sus.indicacao,"SUS screening indication","Avaliação antropométrica para identificação de sobrepeso e obesidade em consultas de atenção primária, com ênfase em manejo integrado para doença crônica . Uso de liraglutida indicado para obesidade grau III ou II com comorbidades, após falha em mudanças de estilo de vida .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",sus.populacaoAlvo,"SUS target population","Adultos e adolescentes com IMC ≥25 kg/m², priorizando aqueles com fatores de risco como hipertensão, diabetes ou dislipidemia .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",sus.periodicidade,"SUS screening frequency","Monitoramento anual ou a cada consulta de rotina para avaliação de peso e IMC; reavaliação a cada 3-6 meses durante tratamento farmacológico .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",sociedadesMedicas.indicacao,"Medical societies screening indication","Rastreamento universal de obesidade em adultos por meio de medidas antropométricas, com intervenções lifestyle como primeira linha; farmacoterapia para obesidade clínica (IMC ≥30 kg/m² ou ≥27 kg/m² com comorbidades) .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",epidemiologia.prevalencia,"Prevalence data","Globalmente, a prevalência de obesidade em adultos é de 13% (cerca de 1 bilhão de pessoas em 2022) . No Brasil, estima-se em 22,4% entre adultos em 2021 .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",epidemiologia.incidencia,"Incidence data","A incidência anual de obesidade varia de 1 a 2% em populações adultas, com maior risco em indivíduos com sobrepeso inicial .","","","","","","","",""
obesidade,"Rastreamento e Manejo da Obesidade",epidemiologia.mortalidade,"Mortality data","A obesidade contribui para aproximadamente 4,7 milhões de mortes anuais globalmente, principalmente por doenças cardiovasculares e metabólicas . No Brasil, associa-se a elevada morbimortalidade por DCNT .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",titulo,"Module title","Diagnóstico Precoce e Manejo da Osteoartrite","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",descricao,"Module description","A osteoartrite (OA) é a doença articular degenerativa mais prevalente, caracterizada por dor e rigidez articular, afetando principalmente joelhos, quadris e mãos . O diagnóstico precoce é essencial para intervenções não farmacológicas e farmacológicas que melhoram a qualidade de vida .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",sus.indicacao,"SUS screening indication","Diagnóstico indicado para adultos com dor articular persistente >3 meses, idade >50 anos ou fatores de risco como obesidade e trauma prévio . Não há rastreamento populacional rotineiro, mas avaliação em atenção primária para sintomas .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",sus.populacaoAlvo,"SUS target population","Adultos >50 anos com sintomas articulares ou fatores de risco (IMC >30 kg/m², ocupações de alto impacto) .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",sus.periodicidade,"SUS screening frequency","Avaliação sob demanda, sem periodicidade fixa; reavaliação anual em casos de progressão .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",sociedadesMedicas.indicacao,"Medical societies screening indication","A Sociedade Brasileira de Reumatologia recomenda diagnóstico clínico para pacientes com dor articular crônica e limitação funcional . Avaliação em indivíduos de risco para detecção precoce .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",epidemiologia.prevalencia,"Prevalence data","A prevalência global de OA sintomática é de aproximadamente 7% em adultos >50 anos, atingindo 30% em >65 anos . No Brasil, estima-se 6,2% na população adulta, com maior impacto em mulheres .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",epidemiologia.incidencia,"Incidence data","A incidência anual é de 10-20 casos por 1.000 pessoas >45 anos globalmente . No Brasil, cerca de 1,5% ao ano em idosos .","","","","","","","",""
osteoartrite,"Diagnóstico Precoce e Manejo da Osteoartrite",epidemiologia.mortalidade,"Mortality data","A mortalidade direta é baixa (<1%), mas OA contribui para 2-3% das mortes por incapacidade e comorbidades cardiovasculares . No Brasil, associa-se a 1,2% das internações por DCNT .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",titulo,"Module title","Diagnóstico e Tratamento da Osteoporose","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",descricao,"Module description","A osteoporose é uma doença metabólica óssea caracterizada por baixa massa óssea, deterioração da microarquitetura óssea e aumento do risco de fraturas . A introdução da dual-energy X-ray absorptiometry (DXA) revolucionou o diagnóstico e manejo da osteoporose desde os anos 1980 . No Brasil, a osteoporose é considerada um problema de saúde pública, com alta incidência de fraturas em mulheres pós-menopausa . O diagnóstico baseia-se em T-score ≤ -2,5 pela DXA, além de avaliação de risco de fraturas .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",sus.indicacao,"SUS screening indication","Rastreamento por DXA recomendado para mulheres pós-menopausa ≥65 anos ou com fatores de risco como fratura prévia, uso de glicocorticoides ou baixa massa óssea . Tratamento com bifosfonatos ou denosumabe para T-score ≤ -2,5 ou fratura osteoporótica .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",sus.populacaoAlvo,"SUS target population","Mulheres pós-menopausa ≥65 anos; mulheres <65 anos com fatores de risco (fratura, raquitismo, hipogonadismo) .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",sus.periodicidade,"SUS screening frequency","DXA a cada 1-2 anos em pacientes de alto risco; monitoramento anual para tratamento com denosumabe .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",sociedadesMedicas.indicacao,"Medical societies screening indication","A AACE/ACE (2020) recomenda DXA para mulheres ≥65 anos e homens ≥70 anos; tratamento farmacológico para T-score ≤ -2,5 ou fratura de fragilidade . Diretrizes Brasileiras (2021) enfatizam screening em mulheres pós-menopausa com risco . Austrian Society (2024) atualiza para inclusão de REMS como alternativa não-ionizante .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",epidemiologia.prevalencia,"Prevalence data","A prevalência global de osteoporose em mulheres >50 anos é de cerca de 18-23%, com maior incidência em países desenvolvidos . No Brasil, estima-se em 10-15% em mulheres pós-menopausa .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",epidemiologia.incidencia,"Incidence data","Incidência de fraturas osteoporóticas é de 1-2 por 100 mulheres/ano >50 anos globalmente . No Brasil, fraturas vertebrais afetam 20% das mulheres >65 anos .","","","","","","","",""
osteoporose,"Diagnóstico e Tratamento da Osteoporose",epidemiologia.mortalidade,"Mortality data","Fraturas de quadril associadas a 20% de mortalidade em 1 ano . No Brasil, osteoporose contribui para 5-10% das mortes por DCNT em idosos .","","","","","","","",""
parkinson,"Doença de Parkinson",titulo,"Module title","Doença de Parkinson","","","","","","","",""
parkinson,"Doença de Parkinson",descricao,"Module description","A doença de Parkinson (DP) é uma doença neurodegenerativa progressiva caracterizada por tremor, rigidez, bradicinesia e instabilidade postural . O diagnóstico é principalmente clínico, sem rastreamento populacional rotineiro recomendado . A gestão envolve terapia física, farmacológica e nutricional para melhorar a qualidade de vida .","","","","","","","",""
parkinson,"Doença de Parkinson",sus.indicacao,"SUS screening indication","Não há programa específico de rastreamento populacional para DP no SUS; diagnóstico baseado em sintomas e avaliação neurológica em atenção primária . Recomenda-se manejo multidisciplinar para casos confirmados .","","","","","","","",""
parkinson,"Doença de Parkinson",sus.populacaoAlvo,"SUS target population","Adultos com sintomas sugestivos (tremor em repouso, bradicinesia) ≥50 anos; idosos com declínio motor .","","","","","","","",""
parkinson,"Doença de Parkinson",sus.periodicidade,"SUS screening frequency","Avaliação contínua em atenção primária para pacientes diagnosticados; sem periodicidade para rastreamento assintomático .","","","","","","","",""
parkinson,"Doença de Parkinson",sociedadesMedicas.indicacao,"Medical societies screening indication","A American Physical Therapy Association (2022) recomenda terapia física para manejo de DP . Canadian Guideline (2019) enfatiza diagnóstico precoce e tratamento farmacológico . Consensus on tremors (2018) auxilia na classificação .","","","","","","","",""
parkinson,"Doença de Parkinson",epidemiologia.prevalencia,"Prevalence data","Prevalência global de DP é de aproximadamente 1% em indivíduos >60 anos, afetando cerca de 10 milhões de pessoas . No Canadá e contextos semelhantes, 0,3% na população geral . No Brasil, estimativas indicam 200.000 casos, com prevalência de 0,5-1% em idosos .","","","","","","","",""
parkinson,"Doença de Parkinson",epidemiologia.incidencia,"Incidence data","Incidência anual de 8-18 casos por 100.000 habitantes, aumentando com a idade .","","","","","","","",""
parkinson,"Doença de Parkinson",epidemiologia.mortalidade,"Mortality data","DP contribui para mortalidade por complicações como quedas e pneumonia; taxa de mortalidade padronizada ~1,5 vezes maior que a população geral .","","","","","","","",""
pneumonia,"Pneumonia",titulo,"Module title","Pneumonia","","","","","","","",""
pneumonia,"Pneumonia",descricao,"Module description","A pneumonia é uma infecção aguda do parênquima pulmonar causada por bactérias, vírus ou fungos, representando uma das principais causas de morbimortalidade respiratória . Pode ser classificada como adquirida na comunidade (CAP), hospitalar (HAP) ou associada à ventilação mecânica (VAP) . Em crianças, é uma causa comum de hospitalização . No contexto brasileiro, o manejo segue protocolos para infecções respiratórias .","","","","","","","",""
pneumonia,"Pneumonia",sus.indicacao,"SUS screening indication","Manejo clínico de infecções respiratórias agudas, incluindo pneumonia como complicação de influenza ou em atenção básica para casos leves .","","","","","","","",""
pneumonia,"Pneumonia",sus.populacaoAlvo,"SUS target population","Adultos e crianças com sintomas respiratórios agudos, priorizando grupos vulneráveis como idosos e imunocomprometidos .","","","","","","","",""
pneumonia,"Pneumonia",sus.periodicidade,"SUS screening frequency","Avaliação imediata para sintomas agudos; follow-up conforme evolução clínica, sem periodicidade fixa para rastreamento .","","","","","","","",""
pneumonia,"Pneumonia",sociedadesMedicas.indicacao,"Medical societies screening indication","Diagnóstico e tratamento empírico de CAP em adultos com sintomas como febre, tosse e infiltrados pulmonares ; para HAP/VAP, cobertura para patógenos multirresistentes ; em crianças >3 meses, avaliação etiológica  .","","","","","","","",""
pneumonia,"Pneumonia",epidemiologia.prevalencia,"Prevalence data","A pneumonia afeta cerca de 5-11 casos por 1.000 adultos/ano globalmente para CAP ; em crianças, é prevalente em <5 anos com taxas de 0,5-2% . No Brasil, estima-se 1-2 milhões de casos anuais de CAP .","","","","","","","",""
pneumonia,"Pneumonia",epidemiologia.incidencia,"Incidence data","Incidência global de pneumonia é de 150 milhões de casos/ano, com 4-5 milhões de mortes ; para VAP, 10-20% dos ventilados . No Brasil, incidência de CAP é 3-5/1.000 habitantes/ano .","","","","","","","",""
pneumonia,"Pneumonia",epidemiologia.mortalidade,"Mortality data","Mortalidade de CAP em adultos é 5-7% em hospitalizados ; para VAP, 20-40% ; em crianças, <1% com tratamento adequado . No Brasil, pneumonia é 4ª causa de morte por doenças respiratórias .","","","","","","","",""
psoriase,"Psoríase",titulo,"Module title","Psoríase","","","","","","","",""
psoriase,"Psoríase",descricao,"Module description","A psoríase é uma doença inflamatória crônica e imunomediada da pele, caracterizada por placas eritematoescamosas . A prevalência global varia de 1% a 3% . No Brasil, estima-se em 1% a 2% da população . O consenso brasileiro atualiza o manejo, incluindo algoritmos de tratamento . Biossimilares são recomendados para reduzir custos em terapias biológicas .","","","","","","","",""
psoriase,"Psoríase",sus.indicacao,"SUS screening indication","Diagnóstico clínico para lesões cutâneas suspeitas de psoríase; tratamento acessível via SUS para casos moderados a graves .","","","","","","","",""
psoriase,"Psoríase",sus.populacaoAlvo,"SUS target population","Adultos e crianças com sintomas cutâneos persistentes ou história familiar .","","","","","","","",""
